account_uid,total_sent,total_received,txn_count_sent,txn_count_received,unique_receivers,unique_senders,avg_sent_amount,avg_received_amount,max_sent_amount,max_received_amount,txn_per_active_day,in_degree,out_degree,degree_centrality,pagerank,in_cycle,community_size,is_fraud
ACC00561,132225.09,71126.0,23,17,23,17,5748.92,4183.88,23638.22,21941.88,1.0526,17,23,0.008002,0.0001215,1,675,0
ACC00562,71112.28,118801.56,16,22,16,22,4444.52,5400.07,20824.56,18791.94,1.0556,22,16,0.007602,0.00028262,1,920,0
ACC00563,144939.6,141453.08,16,24,16,24,9058.73,5893.88,89584.0,20116.2,1.0256,24,16,0.008002,0.00025348,0,675,1
ACC00564,92946.73,40963.45,22,14,22,14,4224.85,2925.96,16174.21,7651.3,1.0286,14,22,0.007201,0.00011543,1,990,0
ACC00565,72256.83,74873.45,13,12,13,12,5558.22,6239.45,20481.81,23804.21,1.1364,12,13,0.005001,0.00011723,1,498,0
ACC00566,78941.05,88885.05,13,10,13,10,6072.39,8888.5,38247.75,23445.54,1.0455,10,13,0.004601,0.00020514,0,675,0
ACC00567,100314.78,88680.04,15,14,15,14,6687.65,6334.29,30853.4,47184.0,1.16,14,15,0.005801,0.0001216,0,664,1
ACC00568,37955.89,112537.61,11,14,11,14,3450.54,8038.4,10725.21,23710.28,1.0,14,11,0.005001,0.00028396,0,498,0
ACC00569,97007.03,136430.14,14,22,14,22,6929.07,6201.37,39745.86,40557.0,1.0909,22,14,0.007201,0.00032578,1,500,1
ACC00570,123489.24,58092.83,18,11,18,11,6860.51,5281.17,39552.5,25479.24,1.0357,11,18,0.005801,0.00017441,0,675,0
ACC00571,40136.66,66236.07,14,17,14,17,2866.9,3896.24,7359.29,10538.5,1.0333,17,14,0.006201,0.00014724,1,498,0
ACC00572,145532.15,53157.82,23,15,23,15,6327.48,3543.85,20158.52,12125.11,1.027,15,23,0.007602,0.00015953,1,664,0
ACC00573,68876.85,67152.57,19,15,19,15,3625.1,4476.84,12132.21,13561.5,1.0625,15,19,0.006801,0.00018016,1,920,0
ACC00574,80607.05,20529.2,16,9,16,9,5037.94,2281.02,24778.46,4820.0,1.0,9,16,0.005001,6.002e-05,0,675,0
ACC00575,62822.05,81369.54,14,19,14,19,4487.29,4282.61,20374.45,22663.6,1.0645,19,14,0.006601,0.00014381,1,255,0
ACC00576,45284.92,76005.32,11,19,11,19,4116.81,4000.28,7082.33,19226.56,1.0345,19,11,0.006001,0.00023457,1,920,0
ACC00577,55107.96,38804.03,13,13,13,13,4239.07,2984.93,15308.77,14848.85,1.04,13,13,0.005201,0.00010376,0,675,0
ACC00578,73233.09,118437.72,13,23,13,23,5633.31,5149.47,21578.34,23882.09,1.0,23,13,0.007201,0.00029726,1,498,0
ACC00579,73548.6,141349.09,17,22,17,22,4326.39,6424.96,16747.39,20851.96,1.1818,22,17,0.007802,0.00028543,1,500,0
ACC00580,87811.7,88473.22,14,19,14,19,6272.26,4656.49,27696.01,15983.59,1.0645,19,14,0.006601,0.00025242,0,920,0
ACC00581,77137.68,58869.34,21,16,21,16,3673.22,3679.33,18143.3,14097.49,1.0882,16,21,0.007401,0.00011686,1,664,0
ACC00582,89215.28,140342.4,15,17,15,17,5947.69,8255.44,28560.73,45017.97,1.0323,17,15,0.006401,0.00034005,0,500,0
ACC00583,47634.26,31362.32,15,6,15,6,3175.62,5227.05,9530.57,13054.94,1.0,6,15,0.004201,7.389e-05,0,990,0
ACC00584,99787.86,96166.33,17,19,16,18,5869.87,5061.39,21092.41,16073.31,1.0,18,16,0.006801,0.0002252,1,920,0
ACC00585,1460356.27,60514.35,35,13,26,13,41724.46,4654.95,98368.0,14909.23,1.5484,13,26,0.007802,0.00015974,1,675,1
ACC00586,82240.84,101893.66,17,18,17,18,4837.7,5660.76,22823.17,15975.06,1.0606,18,17,0.007001,0.00027357,1,990,0
ACC00587,86836.93,134196.73,16,16,16,16,5427.31,8387.3,18292.69,54815.52,1.0667,16,16,0.006401,0.00022181,0,990,0
ACC00588,54292.54,70946.42,18,19,18,19,3016.25,3734.02,11781.8,16809.53,1.0278,19,18,0.007401,0.00013462,0,664,0
ACC00589,27288.11,63529.76,10,14,10,14,2728.81,4537.84,8252.17,15930.26,1.0435,14,10,0.004801,0.00015575,0,500,0
ACC00590,97113.37,88896.97,14,17,14,17,6936.67,5229.23,25955.79,21055.66,1.069,17,14,0.006201,0.0001941,1,990,0
ACC00591,71264.56,166556.35,11,17,11,17,6478.6,9797.43,21050.83,79328.0,1.0769,17,11,0.005601,0.00020302,0,920,1
ACC00592,44590.16,58502.81,10,16,10,16,4459.02,3656.43,16576.55,12504.36,1.0,16,10,0.005201,0.00013003,0,990,0
ACC00593,63078.5,69142.2,8,9,8,9,7884.81,7682.47,21308.7,33341.18,1.0,9,8,0.003401,0.00012905,1,664,0
ACC00594,41689.22,43231.73,11,10,11,10,3789.93,4323.17,11444.69,9556.03,1.0,10,11,0.004201,0.00014131,0,664,0
ACC00595,72496.95,102927.87,10,11,10,11,7249.69,9357.08,17468.76,66159.0,1.0,11,10,0.004201,0.00010965,0,920,1
ACC00596,120124.83,108372.0,20,20,20,20,6006.24,5418.6,31131.67,32293.42,1.0526,20,20,0.008002,0.00020082,1,500,0
ACC00597,102473.22,33588.64,17,8,17,8,6027.84,4198.58,23454.86,6575.43,1.1364,8,17,0.005001,7.373e-05,0,920,0
ACC00598,104090.48,116158.72,16,14,16,14,6505.66,8297.05,18171.48,50694.89,1.0345,14,16,0.006001,0.00015949,0,498,0
ACC00599,119472.78,81431.85,17,18,17,18,7027.81,4523.99,32593.74,13672.08,1.0606,18,17,0.007001,0.00020101,0,498,0
ACC00600,58431.47,38094.96,16,8,16,8,3651.97,4761.87,10312.05,9133.01,1.0,8,16,0.004801,0.00016325,0,500,0
ACC00601,75443.31,58959.54,14,17,14,17,5388.81,3468.21,32625.43,10575.07,1.1071,17,14,0.006201,0.00013355,1,675,0
ACC00602,57151.62,89950.0,12,16,12,16,4762.64,5621.87,13531.78,28022.0,1.037,16,12,0.005601,0.00018018,0,664,1
ACC00603,101249.3,40430.37,18,15,18,15,5624.96,2695.36,17407.37,6763.79,1.0312,15,18,0.006601,9.608e-05,0,664,0
ACC00604,53252.7,77132.29,14,12,14,12,3803.76,6427.69,12228.77,25086.98,1.0,12,14,0.005201,0.00013507,1,920,0
ACC00605,36123.05,83922.64,14,16,14,16,2580.22,5245.17,6433.12,16484.17,1.0345,16,14,0.006001,0.000245,1,920,0
ACC00606,164747.04,159517.6,17,16,17,16,9691.0,9969.85,58774.08,59998.54,1.1,16,17,0.006601,0.00028845,1,498,1
ACC00607,107077.47,123787.9,21,24,21,24,5098.93,5157.83,13130.11,23249.88,1.0976,24,21,0.009002,0.00024743,0,920,0
ACC00608,64910.76,65681.03,11,13,11,13,5900.98,5052.39,36301.04,16048.54,1.0435,13,11,0.004801,0.00014905,1,498,0
ACC00609,100356.31,96312.95,12,17,12,17,8363.03,5665.47,25150.78,26332.58,1.0,17,12,0.005801,0.00013545,1,675,0
ACC00610,169094.24,120027.56,17,15,17,15,9946.72,8001.84,94797.0,72026.0,1.0667,15,17,0.006401,0.00013888,0,675,1
ACC00611,88567.16,56160.73,13,14,13,14,6812.86,4011.48,35838.55,13636.38,1.0385,14,13,0.005401,0.00012196,1,675,0
ACC00612,52806.99,95117.28,15,17,15,16,3520.47,5595.13,12272.46,17596.53,1.0323,16,15,0.006201,0.00022844,1,664,0
ACC00613,86703.71,26811.07,14,7,14,7,6193.12,3830.15,22210.49,8183.51,1.0,7,14,0.004201,6.33e-05,0,500,0
ACC00614,81084.88,45152.6,15,17,15,17,5405.66,2656.04,13685.8,6624.82,1.0,17,15,0.006401,9.518e-05,0,664,0
ACC00615,42742.25,577732.06,13,13,13,13,3287.87,44440.93,11264.99,519073.35,1.0833,13,13,0.005201,0.00062934,0,498,1
ACC00616,205041.11,92779.02,20,13,20,13,10252.06,7136.85,92655.0,26525.95,1.0645,13,20,0.006601,0.00016605,1,664,1
ACC00617,41576.85,66174.43,8,22,8,22,5197.11,3007.93,21190.52,13020.79,1.1538,22,8,0.006001,0.00016097,0,498,0
ACC00618,46841.29,45475.7,15,17,15,17,3122.75,2675.04,18737.91,7269.83,1.0323,17,15,0.006401,0.00014163,0,255,0
ACC00619,27458.77,79011.3,6,19,6,19,4576.46,4158.49,7664.97,20721.54,1.0417,19,6,0.005001,0.0002292,0,498,0
ACC00620,73330.48,66785.18,15,14,15,14,4888.7,4770.37,13500.11,20732.32,1.0357,14,15,0.005801,0.00018936,0,498,0
ACC00621,33649.88,77635.08,11,17,11,17,3059.08,4566.77,11029.3,14285.19,1.037,17,11,0.005601,0.00014376,0,920,0
ACC00622,54627.04,47442.51,11,12,11,12,4966.09,3953.54,17758.79,8381.65,1.0,12,11,0.004601,0.00012523,0,675,0
ACC00623,59684.8,58191.18,16,8,16,8,3730.3,7273.9,16964.86,21685.57,1.0,8,16,0.004801,0.0001407,0,498,0
ACC00624,71106.55,90810.09,12,16,12,16,5925.55,5675.63,10283.37,25630.57,1.12,16,12,0.005601,0.00017161,1,990,0
ACC00625,136518.28,17963.83,17,7,17,7,8030.49,2566.26,75737.0,5438.38,1.0435,7,17,0.004801,7.292e-05,0,675,1
ACC00626,65055.89,78333.04,14,19,14,19,4646.85,4122.79,9399.82,20524.06,1.0645,19,14,0.006601,0.00019127,1,664,0
ACC00627,59809.96,34080.31,9,11,9,11,6645.55,3098.21,25045.96,5674.48,1.0526,11,9,0.004001,0.00016185,1,500,0
ACC00628,64990.87,137526.13,16,21,16,21,4061.93,6548.86,11482.72,24061.65,1.0,21,16,0.007401,0.00026512,0,500,0
ACC00629,68179.32,71192.52,13,16,13,16,5244.56,4449.53,20486.97,11823.43,1.0741,16,13,0.005801,0.00017005,1,498,0
ACC00630,63795.62,128289.75,10,12,10,12,6379.56,10690.81,28984.36,70413.0,1.0,12,10,0.004401,0.00016904,0,498,1
ACC00631,43815.05,36632.52,14,10,14,10,3129.65,3663.25,11595.32,10789.4,1.0,10,14,0.004801,8.819e-05,1,920,0
ACC00632,78949.65,57358.28,17,13,17,13,4644.1,4412.18,17014.45,10789.02,1.1111,13,17,0.006001,0.00014291,0,675,0
ACC00633,138380.52,58596.63,17,12,17,12,8140.03,4883.05,63970.0,14954.69,1.0741,12,17,0.005801,0.00017111,1,990,1
ACC00634,65156.58,83524.27,21,15,21,15,3102.69,5568.28,13468.15,18609.92,1.0,15,21,0.007201,0.00015894,0,255,0
ACC00635,89915.71,99555.75,17,16,17,15,5289.16,6222.23,13678.08,33110.03,1.0,15,17,0.006401,0.00017309,0,664,0
ACC00636,140863.07,55552.44,22,16,22,16,6402.87,3472.03,63714.0,8805.47,1.1515,16,22,0.007602,0.00023534,0,498,1
ACC00637,69999.88,40949.03,12,9,12,9,5833.32,4549.89,25146.86,13909.45,1.05,9,12,0.004201,0.00010897,1,664,0
ACC00638,103394.34,77391.34,15,15,15,15,6892.96,5159.42,29389.69,21247.6,1.0345,15,15,0.006001,0.00016065,1,500,0
ACC00639,75822.71,96544.78,16,16,16,16,4738.92,6034.05,18194.13,26015.53,1.0667,16,16,0.006401,0.0002781,0,990,0
ACC00640,155143.71,58181.76,20,14,20,14,7757.19,4155.84,86127.0,18459.95,1.0625,14,20,0.006801,0.00015925,1,675,1
ACC00641,136356.21,104600.58,15,15,15,15,9090.41,6973.37,75403.0,27805.04,1.0714,15,15,0.006001,0.00017079,1,500,1
ACC00642,34408.49,59922.48,8,14,8,14,4301.06,4280.18,7913.1,14822.03,1.0,14,8,0.004401,0.00016754,0,675,0
ACC00643,45344.83,144399.19,13,18,13,18,3488.06,8022.18,15323.39,28519.28,1.0,18,13,0.006201,0.00043278,0,498,0
ACC00644,65790.91,91905.78,16,18,16,18,4111.93,5105.88,19178.83,20704.7,1.0625,18,16,0.006801,0.00015494,1,920,0
ACC00645,80284.02,66981.89,17,17,17,17,4722.59,3940.11,15693.61,35584.0,1.0968,17,17,0.006801,0.00012484,0,675,1
ACC00646,80052.14,84371.76,15,18,15,18,5336.81,4687.32,17439.83,15714.7,1.0645,18,15,0.006601,0.00014002,1,990,0
ACC00647,57996.09,52840.39,15,8,15,8,3866.41,6605.05,16638.44,29763.37,1.0455,8,15,0.004601,0.00011127,0,675,0
ACC00648,65686.4,27999.69,14,10,14,10,4691.89,2799.97,13770.13,7611.97,1.0435,10,14,0.004801,6.865e-05,1,255,0
ACC00649,31552.36,97967.84,11,15,11,15,2868.4,6531.19,14098.12,43102.11,1.0,15,11,0.005201,0.00016112,0,498,0
ACC00650,41111.09,1001504.9,17,28,17,19,2418.3,35768.03,8027.61,98422.0,1.3636,19,17,0.007201,0.0002028,0,498,1
ACC00651,44951.74,69384.4,13,13,13,13,3457.83,5337.26,6349.4,18871.34,1.0833,13,13,0.005201,0.00019999,0,990,0
ACC00652,122527.12,145617.53,16,22,16,22,7657.94,6618.98,24887.21,70614.0,1.0556,22,16,0.007602,0.00018006,0,500,1
ACC00653,231235.58,128854.06,19,18,19,18,12170.29,7158.56,81546.0,30171.67,1.0882,18,19,0.007401,0.0002419,0,990,1
ACC00654,127563.14,473417.14,18,19,18,19,7086.84,24916.69,40719.66,368030.0,1.0882,19,18,0.007401,0.00076309,0,664,1
ACC00655,90770.29,68490.6,20,16,20,16,4538.51,4280.66,15860.89,15365.16,1.125,16,20,0.007201,0.00021158,0,675,0
ACC00656,35851.91,210282.53,13,26,13,26,2757.84,8087.79,10699.18,58761.0,1.0541,26,13,0.007802,0.00030608,1,920,1
ACC00657,123521.07,103968.28,18,25,18,25,6862.28,4158.73,22738.48,14089.22,1.0,25,18,0.008602,0.00034024,1,920,0
ACC00658,66545.81,19344.55,17,8,17,8,3914.46,2418.07,10295.68,3807.28,1.0417,8,17,0.005001,7.334e-05,0,990,0
ACC00659,105439.37,91684.9,16,16,16,16,6589.96,5730.31,37610.92,33244.35,1.0323,16,16,0.006401,0.00016092,0,675,0
ACC00660,35667.6,75025.16,13,17,13,17,2743.66,4413.24,9028.87,12886.65,1.0,17,13,0.006001,0.00013539,0,920,0
ACC00661,73004.32,72584.12,14,12,14,12,5214.59,6048.68,14750.31,23930.21,1.0,12,14,0.005201,0.00014613,0,675,0
ACC00662,104148.52,64639.55,20,14,20,14,5207.43,4617.11,15961.99,14615.52,1.0303,14,20,0.006801,0.00013906,1,498,0
ACC00663,49236.48,41891.43,15,15,15,15,3282.43,2792.76,10224.88,9556.57,1.0345,15,15,0.006001,0.00013001,0,500,0
ACC00664,55832.85,69875.3,12,20,12,20,4652.74,3493.77,8238.35,19195.27,1.0323,20,12,0.006401,0.00013542,0,920,0
ACC00665,37539.92,115138.85,9,16,9,16,4171.1,7196.18,11210.31,55989.0,1.0,16,9,0.005001,0.00014198,0,664,1
ACC00666,67490.19,45469.68,13,14,12,14,5191.55,3247.83,19339.05,12179.64,1.0,14,12,0.005201,0.00018264,0,920,0
ACC00667,129883.96,101837.97,15,18,15,18,8658.93,5657.66,51575.0,15179.2,1.1,18,15,0.006601,0.00021714,0,498,1
ACC00668,50381.75,80110.47,10,14,10,14,5038.17,5722.18,12413.45,19913.21,1.0,14,10,0.004801,0.00016759,1,990,0
ACC00669,169321.41,68161.65,17,16,17,16,9960.08,4260.1,51153.89,15583.49,1.0312,16,17,0.006601,0.00015414,1,920,0
ACC00670,27559.14,596588.12,10,12,10,12,2755.91,49715.68,7054.48,551113.05,1.0476,12,10,0.004401,0.00084645,1,675,1
ACC00671,99869.08,77914.91,23,16,23,16,4342.13,4869.68,19364.75,8887.2,1.2581,16,23,0.007802,0.00018474,1,498,0
ACC00672,62444.69,146135.31,15,18,15,18,4162.98,8118.63,13855.85,66746.0,1.0312,18,15,0.006601,0.00021335,1,498,1
ACC00673,91534.73,320120.48,18,21,18,21,5085.26,15243.83,13047.61,66561.0,1.1471,21,18,0.007802,0.00041496,1,920,1
ACC00674,60797.69,118970.4,17,17,17,17,3576.33,6998.26,11148.58,33749.35,1.0303,17,17,0.006801,0.00029752,1,920,0
ACC00675,34549.5,252521.09,9,23,9,23,3838.83,10979.18,8515.55,73913.0,1.1034,23,9,0.006401,0.00068084,0,675,1
ACC00676,66986.43,131395.29,15,20,15,20,4465.76,6569.76,21586.09,27710.04,1.0294,20,15,0.007001,0.00021529,1,990,0
ACC00677,74317.08,1119721.77,17,25,17,15,4371.59,44788.87,13022.84,98306.0,1.3548,15,17,0.006401,0.00035612,1,990,1
ACC00678,77759.31,39758.57,10,14,10,14,7775.93,2839.9,27242.43,9495.43,1.0909,14,10,0.004801,9.907e-05,0,498,0
ACC00679,148469.58,274580.33,19,11,19,11,7814.19,24961.85,89159.0,84876.0,1.1111,11,19,0.006001,0.00040511,0,498,1
ACC00680,44728.69,79162.74,15,19,15,19,2981.91,4166.46,13837.97,14341.12,1.0625,19,15,0.006801,0.00017656,0,675,0
ACC00681,217789.41,101991.54,17,19,17,19,12811.14,5367.98,83722.93,29916.46,1.0909,19,17,0.007201,0.00024831,1,498,0
ACC00682,858327.66,838416.87,16,24,16,24,53645.48,34934.04,765767.45,85627.0,1.5385,24,16,0.008002,0.00079981,1,500,1
ACC00683,79919.39,83703.82,16,18,16,18,4994.96,4650.21,22465.02,19853.26,1.0625,18,16,0.006801,0.00019567,1,920,0
ACC00684,66807.83,72474.83,14,17,14,17,4771.99,4263.23,29565.0,10189.63,1.1481,17,14,0.006201,0.00014618,0,500,1
ACC00685,96725.97,92367.26,21,18,21,18,4606.0,5131.51,34438.0,12481.59,1.0541,18,21,0.007802,0.00026682,1,920,1
ACC00686,940865.13,40651.05,26,13,17,13,36187.12,3127.0,98084.0,15976.48,1.3929,13,17,0.006001,0.00011684,1,675,1
ACC00687,83090.15,119505.74,12,23,12,23,6924.18,5195.9,17243.22,17701.41,1.0294,23,12,0.007001,0.0002543,1,990,0
ACC00688,55103.55,71120.54,9,15,9,15,6122.62,4741.37,19387.25,15001.01,1.0909,15,9,0.004801,0.00020328,1,500,0
ACC00689,94294.37,59289.0,19,12,19,12,4962.86,4940.75,13583.14,14429.34,1.0333,12,19,0.006201,0.00012623,0,664,0
ACC00690,59941.9,40005.72,17,12,17,12,3525.99,3333.81,10772.14,7855.41,1.0357,12,17,0.005801,0.00013697,0,920,0
ACC00691,100199.0,61555.6,22,11,22,11,4554.5,5595.96,26106.42,17243.22,1.0312,11,22,0.006601,0.00014802,0,990,0
ACC00692,58569.45,52990.43,16,12,16,12,3660.59,4415.87,13769.15,20374.45,1.037,12,16,0.005601,0.00013617,1,990,0
ACC00693,42028.13,93969.6,15,17,15,17,2801.88,5527.62,7977.8,26478.72,1.0323,17,15,0.006401,0.00019932,0,500,0
ACC00694,149679.5,111779.68,17,21,17,21,8804.68,5322.84,58456.0,22473.35,1.1875,21,17,0.007602,0.00031671,1,920,1
ACC00695,200093.39,148644.8,19,17,19,17,10531.23,8743.81,85437.0,70106.53,1.0,17,19,0.007201,0.00024472,0,920,1
ACC00696,46637.4,148352.77,12,17,12,17,3886.45,8726.63,16345.07,37174.31,1.0,17,12,0.005801,0.00027963,0,500,0
ACC00697,109446.37,135264.25,16,19,16,19,6840.4,7119.17,68060.16,69478.08,1.0938,19,16,0.007001,0.00028436,1,920,1
ACC00698,44624.55,118148.72,15,18,15,18,2974.97,6563.82,11061.61,21480.65,1.0312,18,15,0.006601,0.00018611,0,664,0
ACC00699,90217.15,57120.54,14,12,14,12,6444.08,4760.05,52652.84,17451.8,1.04,12,14,0.005201,0.00011972,1,255,0
ACC00700,118137.53,45625.38,18,14,18,14,6563.2,3258.96,24336.99,10183.99,1.0323,14,18,0.006401,0.000112,1,920,0
ACC00701,134003.8,52038.4,16,13,16,13,8375.24,4002.95,33641.18,9557.47,1.16,13,16,0.005801,0.0001386,0,664,0
ACC00702,63462.26,70123.1,15,15,15,15,4230.82,4674.87,17575.36,21872.43,1.0345,15,15,0.006001,0.00013349,1,498,0
ACC00703,170609.27,97664.07,29,14,29,14,5883.08,6976.01,35176.12,35894.0,1.0238,14,29,0.008602,0.00023288,1,990,1
ACC00704,62902.15,74400.02,17,17,17,17,3700.13,4376.47,14744.83,21361.74,1.0968,17,17,0.006801,0.00020292,1,255,0
ACC00705,64511.76,84190.77,17,18,17,18,3794.81,4677.26,11661.17,18512.85,1.0606,18,17,0.007001,0.00020098,0,500,0
ACC00706,39632.59,102481.07,10,19,10,19,3963.26,5393.74,7549.22,42028.0,1.1154,19,10,0.005801,0.00017924,0,990,1
ACC00707,93915.74,50040.28,25,14,25,14,3756.63,3574.31,18216.56,21426.46,1.0263,14,25,0.007802,0.00011636,1,498,0
ACC00708,77298.6,166122.37,14,24,14,24,5521.33,6921.77,15212.77,28124.23,1.0,24,14,0.007602,0.00032789,0,498,0
ACC00709,83064.97,131619.89,9,20,9,20,9229.44,6580.99,60733.0,58303.68,1.0741,20,9,0.005801,0.00034867,1,920,1
ACC00710,91269.72,86876.76,23,12,23,12,3968.25,7239.73,11947.73,24010.92,1.0294,12,23,0.007001,0.00017313,0,920,0
ACC00711,48437.26,51613.75,15,18,15,18,3229.15,2867.43,7779.55,10533.69,1.0,18,15,0.006601,0.00014136,0,664,0
ACC00712,130574.31,80546.65,17,15,17,15,7680.84,5369.78,35598.82,24367.05,1.0323,15,17,0.006401,0.00017643,0,498,0
ACC00713,87293.9,96520.03,13,19,13,19,6714.92,5080.0,37881.0,20118.93,1.0323,19,13,0.006401,0.00021644,1,498,1
ACC00714,64414.89,122312.14,12,19,12,19,5367.91,6437.48,13797.28,27291.48,1.069,19,12,0.006201,0.00022832,0,500,0
ACC00715,108068.43,88035.36,17,22,17,21,6356.97,4001.61,46476.0,20075.68,1.0541,21,17,0.007602,0.00015904,0,990,1
ACC00716,51394.53,77007.35,15,16,15,16,3426.3,4812.96,9812.18,12763.82,1.0,16,15,0.006201,0.00021163,1,255,0
ACC00717,30682.09,89312.61,9,19,9,19,3409.12,4700.66,16421.72,15054.85,1.037,19,9,0.005601,0.00021428,0,664,0
ACC00718,130998.69,42102.24,24,14,24,14,5458.28,3007.3,26829.52,10784.55,1.0556,14,24,0.007602,0.00010305,0,920,0
ACC00719,65795.02,153039.75,16,30,15,29,4112.19,5101.32,18871.34,26688.1,1.0455,29,15,0.008802,0.00026777,0,500,0
ACC00720,639655.07,700860.4,16,28,16,28,39978.44,25030.73,584828.55,88084.0,1.2941,28,16,0.008802,0.00089288,1,920,1
ACC00721,53629.8,86973.23,17,17,17,17,3154.69,5116.07,11757.35,18506.77,1.0,17,17,0.006801,0.00021461,1,675,0
ACC00722,83575.82,66509.1,20,14,20,14,4178.79,4750.65,14324.4,21163.19,1.0625,14,20,0.006801,0.0001451,1,675,0
ACC00723,127479.03,92128.35,15,17,15,17,8498.6,5419.31,36032.77,20381.61,1.0667,17,15,0.006401,0.00023137,1,920,0
ACC00724,37012.78,31168.78,11,12,11,12,3364.8,2597.4,17510.76,5519.51,1.0,12,11,0.004601,8.966e-05,0,675,0
ACC00725,130762.85,77062.69,17,17,17,17,7691.93,4533.1,35421.16,37727.0,1.0968,17,17,0.006801,0.00013164,1,675,1
ACC00726,55131.6,74878.8,14,12,13,12,3937.97,6239.9,20049.39,30253.09,1.0,12,13,0.005001,0.00017566,0,500,0
ACC00727,37710.1,107850.75,8,17,8,17,4713.76,6344.16,13543.24,16153.95,1.087,17,8,0.005001,0.00022662,0,675,0
ACC00728,68621.16,59221.94,20,15,20,15,3431.06,3948.13,10950.02,13065.01,1.129,15,20,0.007001,0.00010689,1,498,0
ACC00729,141319.21,48662.01,18,14,18,14,7851.07,3475.86,43121.0,8315.03,1.0323,14,18,0.006401,0.0001153,0,990,1
ACC00730,63602.82,66893.54,19,18,19,18,3347.52,3716.31,11991.72,8845.58,1.0278,18,19,0.007401,0.00019726,1,255,0
ACC00731,125617.52,134712.75,13,20,13,20,9662.89,6735.64,64741.44,66090.22,1.1,20,13,0.006601,0.00023993,1,920,1
ACC00732,60437.08,39879.95,17,7,17,7,3555.12,5697.14,10482.54,15024.77,1.0435,7,17,0.004801,0.00010482,1,255,0
ACC00733,137626.62,111711.78,20,11,20,11,6881.33,10155.62,49397.29,57133.0,1.0,11,20,0.006201,0.00014443,0,255,1
ACC00734,34086.07,134668.24,7,21,7,21,4869.44,6412.77,12804.03,26106.42,1.037,21,7,0.005601,0.00028261,0,990,0
ACC00735,75788.86,52093.4,17,15,17,15,4458.17,3472.89,17304.45,10935.8,1.1034,15,17,0.006401,0.0001727,1,664,0
ACC00736,65688.3,21402.09,20,8,20,8,3284.41,2675.26,7836.01,4574.91,1.037,8,20,0.005601,7.313e-05,1,498,0
ACC00737,69022.48,49227.8,15,12,15,12,4601.5,4102.32,12932.85,7227.03,1.0385,12,15,0.005401,0.00010657,0,675,0
ACC00738,135039.8,37300.1,15,16,15,16,9002.65,2331.26,44057.42,5807.19,1.069,16,15,0.006201,0.00013222,1,920,0
ACC00739,95738.06,116514.1,17,12,17,12,5631.65,9709.51,40652.58,47303.92,1.0,12,17,0.005801,0.00019554,1,500,0
ACC00740,59803.89,63676.69,14,20,14,20,4271.71,3183.83,9330.86,8113.84,1.0625,20,14,0.006801,0.00013853,1,498,0
ACC00741,225833.66,115863.01,22,9,22,9,10265.17,12873.67,64595.0,61332.32,1.069,9,22,0.006201,0.00023395,1,920,1
ACC00742,202821.91,118423.5,11,11,11,11,18438.36,10765.77,78101.01,62322.24,1.1,11,11,0.004401,0.00021494,1,664,1
ACC00743,109856.54,106081.55,17,14,17,13,6462.15,7577.25,15344.5,24819.18,1.0333,13,17,0.006001,0.00022447,1,500,0
ACC00744,162491.22,86880.01,16,12,16,12,10155.7,7240.0,43058.88,43955.94,1.037,12,16,0.005601,0.00023553,1,920,1
ACC00745,58715.8,583257.96,14,20,14,20,4193.99,29162.9,20453.92,412097.65,1.0,20,14,0.006801,0.00083595,1,500,1
ACC00746,93947.74,183198.0,14,21,14,21,6710.55,8723.71,63562.8,64860.0,1.0606,21,14,0.007001,0.00024383,1,664,1
ACC00747,71427.93,106021.04,18,18,18,18,3968.22,5890.06,15880.83,66383.33,1.0286,18,18,0.007201,0.00016863,0,498,0
ACC00748,33744.23,108559.08,12,16,12,16,2812.02,6784.94,7149.19,33279.69,1.037,16,12,0.005601,0.00025356,1,498,0
ACC00749,62747.2,62840.72,18,15,18,15,3485.96,4189.38,9384.1,23536.66,1.1379,15,18,0.006601,0.00011259,0,664,0
ACC00750,53703.59,15984.77,11,8,11,8,4882.14,1998.1,10626.07,5810.27,1.0,8,11,0.003801,0.00010311,0,675,0
ACC00751,102153.0,116099.03,15,15,15,15,6810.2,7739.94,32184.45,61415.0,1.0345,15,15,0.006001,0.00018177,1,664,1
ACC00752,129269.34,119821.44,13,16,13,16,9943.8,7488.84,57401.0,68579.0,1.0,16,13,0.005801,0.00013206,1,498,1
ACC00753,160048.14,60084.87,19,15,19,15,8423.59,4005.66,70470.0,10419.53,1.0,15,19,0.006801,0.00013498,0,990,1
ACC00754,163667.35,71756.89,15,16,15,16,10911.16,4484.81,56842.0,9039.72,1.1481,16,15,0.006201,0.00014876,1,920,1
ACC00755,80880.53,108768.28,10,18,10,18,8088.05,6042.68,27866.71,50111.22,1.0,18,10,0.005601,0.00018662,0,920,0
ACC00756,42820.44,105428.51,13,7,13,7,3293.88,15061.22,8835.03,66056.0,1.0,7,13,0.004001,0.00010972,0,500,1
ACC00757,49702.13,373955.73,12,20,12,19,4141.84,18697.79,7926.79,92615.0,1.1429,19,12,0.006201,0.00048814,0,664,1
ACC00758,95990.96,16342.38,18,5,18,5,5332.83,3268.48,38955.0,6164.19,1.0455,5,18,0.004601,4.612e-05,0,675,1
ACC00759,60975.66,113880.98,10,18,10,18,6097.57,6326.72,20175.02,24875.32,1.037,18,10,0.005601,0.00028339,1,990,0
