txn_uid,sender_uid,receiver_uid,amount,timestamp,txn_type,status,is_fraud,fraud_score
TXN0005807,ACC04529,ACC00449,819.42,2024-01-28 00:04:29,payment,normal,0,0.0
TXN0005808,ACC01831,ACC04642,1153.55,2024-01-28 00:09:57,withdrawal,normal,0,0.0
TXN0005809,ACC04377,ACC00709,3390.9,2024-01-28 00:25:13,transfer,normal,0,0.0
TXN0005810,ACC02457,ACC04412,4677.36,2024-01-28 00:30:58,transfer,normal,0,0.0
TXN0005811,ACC01011,ACC01558,1386.84,2024-01-28 00:35:12,transfer,normal,0,0.0
TXN0005812,ACC00654,ACC00715,2169.67,2024-01-28 00:46:20,transfer,normal,0,0.0
TXN0005813,ACC01042,ACC01131,1596.81,2024-01-28 00:46:22,payment,normal,0,0.0
TXN0005814,ACC04694,ACC01717,23177.57,2024-01-28 00:48:31,withdrawal,normal,0,0.0
TXN0005815,ACC01866,ACC03511,9163.58,2024-01-28 00:59:08,transfer,normal,0,0.0
TXN0005816,ACC00960,ACC01256,3846.29,2024-01-28 01:04:19,withdrawal,normal,0,0.0
TXN0005817,ACC04139,ACC03155,5646.16,2024-01-28 01:12:10,transfer,normal,0,0.0
TXN0005818,ACC03754,ACC02772,24917.37,2024-01-28 01:14:50,payment,normal,0,0.0
TXN0005819,ACC03700,ACC01391,5637.07,2024-01-28 01:18:20,transfer,normal,0,0.0
TXN0005820,ACC04671,ACC01579,1903.41,2024-01-28 01:20:19,payment,normal,0,0.0
TXN0005821,ACC04777,ACC01671,9719.52,2024-01-28 01:23:55,transfer,normal,0,0.0
TXN0005822,ACC03500,ACC02313,8873.83,2024-01-28 01:27:00,payment,normal,0,0.0
TXN0005823,ACC00502,ACC03789,9708.52,2024-01-28 01:54:35,transfer,normal,0,0.0
TXN0005824,ACC02324,ACC00572,3447.9,2024-01-28 02:01:11,withdrawal,normal,0,0.0
TXN0005825,ACC01805,ACC02752,728.25,2024-01-28 02:15:34,transfer,normal,0,0.0
TXN0005826,ACC04047,ACC00314,3766.06,2024-01-28 02:22:32,withdrawal,normal,0,0.0
TXN0005827,ACC02553,ACC02752,10975.06,2024-01-28 02:27:06,transfer,normal,0,0.0
TXN0005828,ACC03971,ACC03942,2361.19,2024-01-28 02:34:14,transfer,normal,0,0.0
TXN0005829,ACC01659,ACC01423,11622.87,2024-01-28 02:43:38,withdrawal,normal,0,0.0
TXN0005830,ACC03103,ACC00217,2198.45,2024-01-28 02:52:00,payment,normal,0,0.0
TXN0005831,ACC01754,ACC02066,4609.84,2024-01-28 03:03:53,payment,normal,0,0.0
TXN0005832,ACC03713,ACC04453,4285.66,2024-01-28 03:08:15,payment,normal,0,0.0
TXN0005833,ACC03461,ACC01719,3431.46,2024-01-28 03:19:07,transfer,normal,0,0.0
TXN0005834,ACC01260,ACC01745,4101.58,2024-01-28 03:30:13,withdrawal,normal,0,0.0
TXN0005835,ACC03578,ACC03358,20277.34,2024-01-28 03:31:00,withdrawal,normal,0,0.0
TXN0005836,ACC04514,ACC03436,1787.02,2024-01-28 03:31:29,withdrawal,normal,0,0.0
TXN0005837,ACC04353,ACC02944,22139.29,2024-01-28 03:40:10,withdrawal,normal,0,0.0
TXN0005838,ACC00907,ACC03393,12964.21,2024-01-28 03:41:58,transfer,normal,0,0.0
TXN0005839,ACC00801,ACC01956,4521.47,2024-01-28 03:45:03,payment,normal,0,0.0
TXN0005840,ACC04011,ACC03309,3489.51,2024-01-28 03:50:12,withdrawal,normal,0,0.0
TXN0005841,ACC03334,ACC02768,1014.3,2024-01-28 03:51:12,transfer,normal,0,0.0
TXN0005842,ACC02694,ACC01792,16147.51,2024-01-28 03:55:31,payment,normal,0,0.0
TXN0005843,ACC02701,ACC02361,9074.22,2024-01-28 04:04:30,withdrawal,normal,0,0.0
TXN0005844,ACC03163,ACC04061,1836.69,2024-01-28 04:12:21,transfer,normal,0,0.0
TXN0005845,ACC04965,ACC03039,6414.56,2024-01-28 04:19:10,transfer,normal,0,0.0
TXN0005846,ACC04431,ACC01820,10913.0,2024-01-28 04:19:51,transfer,normal,0,0.0
TXN0005847,ACC01856,ACC01690,2548.4,2024-01-28 04:33:00,payment,normal,0,0.0
TXN0005848,ACC00308,ACC03667,8390.03,2024-01-28 04:38:39,withdrawal,normal,0,0.0
TXN0005849,ACC04034,ACC01317,4454.57,2024-01-28 04:43:10,transfer,normal,0,0.0
TXN0005850,ACC04338,ACC03487,12525.33,2024-01-28 04:44:34,transfer,normal,0,0.0
TXN0005851,ACC01780,ACC00257,1278.12,2024-01-28 04:47:54,transfer,normal,0,0.0
TXN0005852,ACC01580,ACC03161,1068.63,2024-01-28 04:49:23,transfer,normal,0,0.0
TXN0005853,ACC01420,ACC02687,18874.47,2024-01-28 04:55:45,transfer,normal,0,0.0
TXN0005854,ACC03231,ACC02105,3734.59,2024-01-28 05:05:12,payment,normal,0,0.0
TXN0005855,ACC04355,ACC03640,3265.83,2024-01-28 05:14:31,payment,normal,0,0.0
TXN0005856,ACC02736,ACC01801,5960.28,2024-01-28 05:31:19,withdrawal,normal,0,0.0
TXN0005857,ACC01332,ACC00010,11563.84,2024-01-28 05:35:13,withdrawal,normal,0,0.0
TXN0005858,ACC03716,ACC02042,8395.44,2024-01-28 05:37:18,transfer,normal,0,0.0
TXN0005859,ACC02611,ACC02329,16086.64,2024-01-28 05:56:09,payment,normal,0,0.0
TXN0005860,ACC00007,ACC03641,3137.64,2024-01-28 06:02:14,payment,normal,0,0.0
TXN0005861,ACC03947,ACC04919,14268.66,2024-01-28 06:05:02,payment,normal,0,0.0
TXN0005862,ACC01623,ACC01108,4444.71,2024-01-28 06:05:42,transfer,normal,0,0.0
TXN0005863,ACC04931,ACC03847,10463.81,2024-01-28 06:08:33,withdrawal,normal,0,0.0
TXN0005864,ACC04076,ACC04911,3713.6,2024-01-28 06:10:55,withdrawal,normal,0,0.0
TXN0005865,ACC04747,ACC04327,1365.75,2024-01-28 06:13:40,payment,normal,0,0.0
TXN0005866,ACC02900,ACC04876,362.53,2024-01-28 06:24:21,transfer,normal,0,0.0
TXN0005867,ACC03446,ACC04059,982.65,2024-01-28 06:28:03,payment,normal,0,0.0
TXN0005868,ACC00081,ACC02822,6158.37,2024-01-28 06:43:22,transfer,normal,0,0.0
TXN0005869,ACC04397,ACC01868,2052.87,2024-01-28 06:48:10,transfer,normal,0,0.0
TXN0005870,ACC04401,ACC03713,17550.04,2024-01-28 06:49:39,payment,normal,0,0.0
TXN0005871,ACC01977,ACC02033,3272.71,2024-01-28 06:53:28,withdrawal,normal,0,0.0
TXN0005872,ACC00115,ACC00745,18258.33,2024-01-28 07:00:38,payment,normal,0,0.0
TXN0005873,ACC02668,ACC04936,3684.8,2024-01-28 07:02:13,payment,normal,0,0.0
TXN0005874,ACC01259,ACC04581,5068.51,2024-01-28 07:04:22,transfer,normal,0,0.0
TXN0005875,ACC00109,ACC03075,663.54,2024-01-28 07:20:04,transfer,normal,0,0.0
TXN0005876,ACC02257,ACC02333,12753.16,2024-01-28 07:28:13,withdrawal,normal,0,0.0
TXN0005877,ACC01897,ACC04550,3006.49,2024-01-28 07:32:49,payment,normal,0,0.0
TXN0005878,ACC00956,ACC01030,6229.62,2024-01-28 07:41:24,transfer,normal,0,0.0
TXN0005879,ACC03903,ACC03582,1970.62,2024-01-28 07:45:40,withdrawal,normal,0,0.0
TXN0005880,ACC04768,ACC04572,580.55,2024-01-28 07:59:12,withdrawal,normal,0,0.0
TXN0005881,ACC01860,ACC01856,1157.82,2024-01-28 08:19:11,withdrawal,normal,0,0.0
TXN0005882,ACC03117,ACC03015,43816.89,2024-01-28 08:21:53,transfer,normal,0,0.0
TXN0005883,ACC01226,ACC01790,4357.31,2024-01-28 08:22:43,withdrawal,normal,0,0.0
TXN0005884,ACC03469,ACC03693,2656.1,2024-01-28 08:24:14,payment,normal,0,0.0
TXN0005885,ACC04756,ACC00143,944.54,2024-01-28 08:25:46,payment,normal,0,0.0
TXN0005886,ACC03648,ACC01146,844.82,2024-01-28 08:37:54,withdrawal,normal,0,0.0
TXN0005887,ACC02743,ACC01853,2433.51,2024-01-28 09:07:32,withdrawal,normal,0,0.0
TXN0005888,ACC00329,ACC04772,13961.97,2024-01-28 09:10:15,transfer,normal,0,0.0
TXN0005889,ACC00835,ACC00358,9755.57,2024-01-28 09:12:28,withdrawal,normal,0,0.0
TXN0005890,ACC04681,ACC04300,1553.83,2024-01-28 09:15:40,payment,normal,0,0.0
TXN0005891,ACC01773,ACC03952,3857.73,2024-01-28 09:17:37,payment,normal,0,0.0
TXN0005892,ACC01415,ACC00961,857.57,2024-01-28 09:39:44,withdrawal,normal,0,0.0
TXN0005893,ACC02402,ACC03115,726.02,2024-01-28 09:50:07,transfer,normal,0,0.0
TXN0005894,ACC02374,ACC02026,3505.78,2024-01-28 09:52:03,payment,normal,0,0.0
TXN0005895,ACC03267,ACC04007,1432.2,2024-01-28 09:59:45,withdrawal,normal,0,0.0
TXN0005896,ACC03087,ACC03277,1548.88,2024-01-28 10:01:53,withdrawal,normal,0,0.0
TXN0005897,ACC00675,ACC00311,6743.89,2024-01-28 10:16:39,payment,normal,0,0.0
TXN0005898,ACC00920,ACC04492,1891.57,2024-01-28 10:18:46,payment,normal,0,0.0
TXN0005899,ACC04601,ACC04652,895.58,2024-01-28 10:30:21,payment,normal,0,0.0
TXN0005900,ACC00981,ACC04432,492.76,2024-01-28 10:32:50,withdrawal,normal,0,0.0
TXN0005901,ACC04220,ACC00442,3800.28,2024-01-28 10:33:52,payment,normal,0,0.0
TXN0005902,ACC02755,ACC04487,367.98,2024-01-28 10:36:03,withdrawal,normal,0,0.0
TXN0005903,ACC04136,ACC03903,5924.47,2024-01-28 10:38:08,payment,normal,0,0.0
TXN0005904,ACC02633,ACC04953,964.44,2024-01-28 10:39:48,withdrawal,normal,0,0.0
TXN0005905,ACC03831,ACC04781,7574.87,2024-01-28 10:46:29,transfer,normal,0,0.0
TXN0005906,ACC00066,ACC02367,3299.67,2024-01-28 10:52:49,payment,normal,0,0.0
TXN0005907,ACC03768,ACC02538,642.02,2024-01-28 10:53:44,transfer,normal,0,0.0
TXN0005908,ACC02454,ACC00587,7013.16,2024-01-28 11:14:27,withdrawal,normal,0,0.0
TXN0005909,ACC00485,ACC01854,5120.72,2024-01-28 11:17:16,payment,normal,0,0.0
TXN0005910,ACC02245,ACC01127,6390.78,2024-01-28 11:27:57,withdrawal,normal,0,0.0
TXN0005911,ACC03323,ACC00069,2393.18,2024-01-28 11:35:49,transfer,normal,0,0.0
TXN0005912,ACC03646,ACC04715,5815.76,2024-01-28 11:57:21,payment,normal,0,0.0
TXN0005913,ACC03620,ACC00491,601.91,2024-01-28 12:05:10,withdrawal,normal,0,0.0
TXN0005914,ACC00791,ACC01114,1486.51,2024-01-28 12:15:44,transfer,normal,0,0.0
TXN0005915,ACC04758,ACC04795,1301.8,2024-01-28 12:33:10,withdrawal,normal,0,0.0
TXN0005916,ACC01107,ACC00412,37047.77,2024-01-28 12:35:12,transfer,normal,0,0.0
TXN0005917,ACC03776,ACC04032,1380.57,2024-01-28 12:36:45,withdrawal,normal,0,0.0
TXN0005918,ACC04572,ACC02211,621.5,2024-01-28 12:43:45,transfer,normal,0,0.0
TXN0005919,ACC01088,ACC02544,94334.0,2024-01-28 12:46:18,transfer,normal,1,0.0
TXN0005920,ACC01088,ACC02544,94570.0,2024-01-28 12:47:18,transfer,normal,1,0.0
TXN0005921,ACC01088,ACC02544,93702.0,2024-01-28 12:48:18,transfer,normal,1,0.0
TXN0005922,ACC01088,ACC02544,94469.0,2024-01-28 12:48:18,transfer,normal,1,0.0
TXN0005923,ACC01088,ACC02544,92901.0,2024-01-28 12:49:18,transfer,normal,1,0.0
TXN0005924,ACC01088,ACC02544,95169.0,2024-01-28 12:51:18,transfer,normal,1,0.0
TXN0005925,ACC01088,ACC02544,94249.0,2024-01-28 12:52:18,transfer,normal,1,0.0
TXN0005926,ACC00693,ACC01164,3057.69,2024-01-28 12:57:12,transfer,normal,0,0.0
TXN0005927,ACC00402,ACC03319,3662.07,2024-01-28 13:01:08,withdrawal,normal,0,0.0
TXN0005928,ACC00323,ACC03849,13877.67,2024-01-28 13:13:15,payment,normal,0,0.0
TXN0005929,ACC02274,ACC02941,990.55,2024-01-28 13:13:40,transfer,normal,0,0.0
TXN0005930,ACC04573,ACC04473,2962.65,2024-01-28 13:27:06,withdrawal,normal,0,0.0
TXN0005931,ACC04464,ACC02445,5831.43,2024-01-28 13:27:50,transfer,normal,0,0.0
TXN0005932,ACC02218,ACC03052,1947.52,2024-01-28 13:29:44,payment,normal,0,0.0
TXN0005933,ACC04113,ACC00376,498.31,2024-01-28 13:36:13,withdrawal,normal,0,0.0
TXN0005934,ACC01654,ACC02627,1758.25,2024-01-28 13:38:13,transfer,normal,0,0.0
TXN0005935,ACC01871,ACC02659,5863.07,2024-01-28 13:50:49,transfer,normal,0,0.0
TXN0005936,ACC02244,ACC03008,3375.03,2024-01-28 13:53:47,withdrawal,normal,0,0.0
TXN0005937,ACC01545,ACC03092,829.19,2024-01-28 13:58:39,transfer,normal,0,0.0
TXN0005938,ACC01100,ACC04783,7351.63,2024-01-28 13:59:01,transfer,normal,0,0.0
TXN0005939,ACC00200,ACC03780,2617.53,2024-01-28 14:13:04,withdrawal,normal,0,0.0
TXN0005940,ACC03869,ACC01479,6352.44,2024-01-28 14:26:36,payment,normal,0,0.0
TXN0005941,ACC01506,ACC00166,6734.41,2024-01-28 14:28:12,transfer,normal,0,0.0
TXN0005942,ACC01830,ACC03908,3719.01,2024-01-28 14:32:22,transfer,normal,0,0.0
TXN0005943,ACC00728,ACC00284,3758.57,2024-01-28 14:36:06,payment,normal,0,0.0
TXN0005944,ACC03812,ACC02205,62580.0,2024-01-28 14:39:28,transfer,normal,1,0.0
TXN0005945,ACC00075,ACC01867,1553.18,2024-01-28 14:50:45,payment,normal,0,0.0
TXN0005946,ACC00582,ACC04516,1738.51,2024-01-28 14:52:14,transfer,normal,0,0.0
TXN0005947,ACC04705,ACC03812,60076.8,2024-01-28 14:53:28,transfer,normal,1,0.0
TXN0005948,ACC03086,ACC02989,3046.59,2024-01-28 14:57:21,payment,normal,0,0.0
TXN0005949,ACC01640,ACC00701,4188.87,2024-01-28 14:58:18,transfer,normal,0,0.0
TXN0005950,ACC02205,ACC04705,61328.4,2024-01-28 14:58:28,transfer,normal,1,0.0
TXN0005951,ACC01123,ACC04562,7210.43,2024-01-28 14:59:39,transfer,normal,0,0.0
TXN0005952,ACC03058,ACC00905,1157.3,2024-01-28 15:00:09,transfer,normal,0,0.0
TXN0005953,ACC03229,ACC01999,4497.86,2024-01-28 15:03:41,transfer,normal,0,0.0
TXN0005954,ACC03766,ACC02508,25922.59,2024-01-28 15:19:36,withdrawal,normal,0,0.0
TXN0005955,ACC01011,ACC04140,11245.21,2024-01-28 15:24:17,withdrawal,normal,0,0.0
TXN0005956,ACC02975,ACC02452,1018.15,2024-01-28 15:28:15,transfer,normal,0,0.0
TXN0005957,ACC00964,ACC03161,3295.33,2024-01-28 15:33:28,withdrawal,normal,0,0.0
TXN0005958,ACC02047,ACC04974,10894.16,2024-01-28 15:33:51,withdrawal,normal,0,0.0
TXN0005959,ACC00095,ACC01534,4100.5,2024-01-28 15:41:58,withdrawal,normal,0,0.0
TXN0005960,ACC00827,ACC00016,2335.0,2024-01-28 15:42:22,payment,normal,0,0.0
TXN0005961,ACC03612,ACC02482,7747.37,2024-01-28 15:43:39,withdrawal,normal,0,0.0
TXN0005962,ACC00894,ACC03625,5568.0,2024-01-28 15:45:47,payment,normal,0,0.0
TXN0005963,ACC01676,ACC00008,1973.34,2024-01-28 15:56:13,transfer,normal,0,0.0
TXN0005964,ACC02873,ACC04662,4709.65,2024-01-28 16:18:08,payment,normal,0,0.0
TXN0005965,ACC00912,ACC04741,3226.85,2024-01-28 16:24:56,transfer,normal,0,0.0
TXN0005966,ACC03859,ACC01606,14906.02,2024-01-28 16:43:29,transfer,normal,0,0.0
TXN0005967,ACC02002,ACC04674,2796.7,2024-01-28 16:53:52,transfer,normal,0,0.0
TXN0005968,ACC02702,ACC03502,2657.16,2024-01-28 16:56:20,transfer,normal,0,0.0
TXN0005969,ACC01990,ACC00309,1111.41,2024-01-28 17:06:43,transfer,normal,0,0.0
TXN0005970,ACC00781,ACC00227,6473.13,2024-01-28 17:16:31,withdrawal,normal,0,0.0
TXN0005971,ACC01195,ACC02242,5190.78,2024-01-28 17:16:42,payment,normal,0,0.0
TXN0005972,ACC04832,ACC00216,11492.77,2024-01-28 17:26:04,transfer,normal,0,0.0
TXN0005973,ACC00347,ACC00883,887.19,2024-01-28 17:36:11,withdrawal,normal,0,0.0
TXN0005974,ACC00501,ACC04724,237.69,2024-01-28 17:40:39,payment,normal,0,0.0
TXN0005975,ACC04315,ACC02046,576.15,2024-01-28 17:46:47,transfer,normal,0,0.0
TXN0005976,ACC03145,ACC01929,8413.9,2024-01-28 17:48:21,withdrawal,normal,0,0.0
TXN0005977,ACC04549,ACC03713,1841.66,2024-01-28 17:50:56,transfer,normal,0,0.0
TXN0005978,ACC03398,ACC04170,4556.88,2024-01-28 17:52:50,withdrawal,normal,0,0.0
TXN0005979,ACC00838,ACC03216,1919.76,2024-01-28 17:55:11,withdrawal,normal,0,0.0
TXN0005980,ACC04266,ACC04003,1818.29,2024-01-28 17:55:32,transfer,normal,0,0.0
TXN0005981,ACC01053,ACC03762,4085.6,2024-01-28 17:59:38,withdrawal,normal,0,0.0
TXN0005982,ACC01947,ACC02550,1854.81,2024-01-28 17:59:51,withdrawal,normal,0,0.0
TXN0005983,ACC01703,ACC00589,8839.43,2024-01-28 18:02:19,withdrawal,normal,0,0.0
TXN0005984,ACC04463,ACC03715,2841.26,2024-01-28 18:05:29,transfer,normal,0,0.0
TXN0005985,ACC01666,ACC01542,32608.45,2024-01-28 18:06:21,withdrawal,normal,0,0.0
TXN0005986,ACC00540,ACC02895,5604.21,2024-01-28 18:37:28,payment,normal,0,0.0
TXN0005987,ACC03103,ACC04684,1995.32,2024-01-28 18:48:29,payment,normal,0,0.0
TXN0005988,ACC00264,ACC02088,2860.71,2024-01-28 18:56:03,payment,normal,0,0.0
TXN0005989,ACC00518,ACC01586,8708.0,2024-01-28 18:59:09,transfer,normal,0,0.0
TXN0005990,ACC03766,ACC01541,6059.63,2024-01-28 19:04:33,transfer,normal,0,0.0
TXN0005991,ACC03032,ACC01673,10237.52,2024-01-28 19:05:34,transfer,normal,0,0.0
TXN0005992,ACC04659,ACC03715,6600.67,2024-01-28 19:25:21,transfer,normal,0,0.0
TXN0005993,ACC00399,ACC02324,4694.23,2024-01-28 19:27:03,withdrawal,normal,0,0.0
TXN0005994,ACC00286,ACC01782,2733.86,2024-01-28 19:35:51,payment,normal,0,0.0
TXN0005995,ACC02828,ACC01186,10210.75,2024-01-28 19:46:43,payment,normal,0,0.0
TXN0005996,ACC03054,ACC02178,6973.05,2024-01-28 19:47:15,withdrawal,normal,0,0.0
TXN0005997,ACC04383,ACC00065,1979.99,2024-01-28 19:52:21,withdrawal,normal,0,0.0
TXN0005998,ACC01052,ACC01468,10085.15,2024-01-28 19:55:17,withdrawal,normal,0,0.0
TXN0005999,ACC04305,ACC01994,2586.26,2024-01-28 19:57:31,transfer,normal,0,0.0
TXN0006000,ACC04260,ACC00072,3563.06,2024-01-28 20:00:14,transfer,normal,0,0.0
TXN0006001,ACC02206,ACC03700,4203.09,2024-01-28 20:02:11,transfer,normal,0,0.0
TXN0006002,ACC01553,ACC03820,1006.52,2024-01-28 20:09:16,payment,normal,0,0.0
TXN0006003,ACC01580,ACC01165,2385.08,2024-01-28 20:14:07,withdrawal,normal,0,0.0
TXN0006004,ACC04459,ACC00273,903.5,2024-01-28 20:18:58,transfer,normal,0,0.0
TXN0006005,ACC02872,ACC01823,4931.58,2024-01-28 20:24:14,transfer,normal,0,0.0
TXN0006006,ACC00555,ACC03444,823.75,2024-01-28 20:38:04,transfer,normal,0,0.0
TXN0006007,ACC04107,ACC00330,2132.04,2024-01-28 20:56:11,withdrawal,normal,0,0.0
TXN0006008,ACC00322,ACC04910,20178.02,2024-01-28 21:05:57,payment,normal,0,0.0
TXN0006009,ACC02218,ACC01612,2505.75,2024-01-28 21:09:19,payment,normal,0,0.0
TXN0006010,ACC03743,ACC01138,1486.69,2024-01-28 21:15:25,withdrawal,normal,0,0.0
TXN0006011,ACC00478,ACC02401,14322.46,2024-01-28 21:27:47,payment,normal,0,0.0
TXN0006012,ACC00099,ACC03367,2468.21,2024-01-28 21:41:36,transfer,normal,0,0.0
TXN0006013,ACC04059,ACC04278,2448.99,2024-01-28 21:44:07,withdrawal,normal,0,0.0
TXN0006014,ACC00999,ACC02723,1391.01,2024-01-28 21:48:29,withdrawal,normal,0,0.0
TXN0006015,ACC01904,ACC01350,7033.63,2024-01-28 21:53:08,withdrawal,normal,0,0.0
TXN0006016,ACC00389,ACC03052,5451.65,2024-01-28 22:02:14,withdrawal,normal,0,0.0
TXN0006017,ACC02952,ACC00204,21922.9,2024-01-28 22:08:17,transfer,normal,0,0.0
TXN0006018,ACC04580,ACC03076,2320.16,2024-01-28 22:08:38,payment,normal,0,0.0
TXN0006019,ACC00605,ACC00636,5655.76,2024-01-28 22:08:45,transfer,normal,0,0.0
TXN0006020,ACC02277,ACC02010,7704.46,2024-01-28 22:09:50,withdrawal,normal,0,0.0
TXN0006021,ACC00756,ACC02728,1272.15,2024-01-28 22:17:15,payment,normal,0,0.0
TXN0006022,ACC03226,ACC04325,38982.0,2024-01-28 22:25:29,transfer,normal,1,0.0
TXN0006023,ACC00002,ACC00293,7194.28,2024-01-28 22:27:42,transfer,normal,0,0.0
TXN0006024,ACC04490,ACC04325,83234.0,2024-01-28 22:28:29,transfer,normal,1,0.0
TXN0006025,ACC03630,ACC03309,4843.9,2024-01-28 22:30:08,withdrawal,normal,0,0.0
TXN0006026,ACC02650,ACC04325,21197.0,2024-01-28 22:30:29,transfer,normal,1,0.0
TXN0006027,ACC00186,ACC03610,475.4,2024-01-28 22:32:44,withdrawal,normal,0,0.0
TXN0006028,ACC01599,ACC04325,38030.0,2024-01-28 22:33:29,transfer,normal,1,0.0
TXN0006029,ACC02314,ACC04325,41455.0,2024-01-28 22:37:29,transfer,normal,1,0.0
TXN0006030,ACC02097,ACC01762,10619.94,2024-01-28 22:39:40,withdrawal,normal,0,0.0
TXN0006031,ACC04755,ACC04325,33362.0,2024-01-28 22:40:29,transfer,normal,1,0.0
TXN0006032,ACC01073,ACC04325,45644.0,2024-01-28 22:42:29,transfer,normal,1,0.0
TXN0006033,ACC00798,ACC04325,48591.0,2024-01-28 22:44:29,transfer,normal,1,0.0
TXN0006034,ACC01830,ACC00825,2625.86,2024-01-28 22:49:45,withdrawal,normal,0,0.0
TXN0006035,ACC03775,ACC02442,785.74,2024-01-28 22:52:25,transfer,normal,0,0.0
TXN0006036,ACC01031,ACC04084,4068.54,2024-01-28 22:55:21,payment,normal,0,0.0
TXN0006037,ACC04193,ACC03306,940.74,2024-01-28 22:59:51,transfer,normal,0,0.0
TXN0006038,ACC04288,ACC04884,2363.0,2024-01-28 23:08:14,payment,normal,0,0.0
TXN0006039,ACC04325,ACC02319,332970.25,2024-01-28 23:19:29,withdrawal,normal,1,0.0
TXN0006040,ACC02016,ACC00802,3564.58,2024-01-28 23:30:56,withdrawal,normal,0,0.0
TXN0006041,ACC01158,ACC00684,2982.53,2024-01-28 23:32:31,transfer,normal,0,0.0
TXN0006042,ACC00332,ACC03334,1026.28,2024-01-28 23:36:06,payment,normal,0,0.0
TXN0006043,ACC04362,ACC00120,3893.16,2024-01-28 23:51:26,payment,normal,0,0.0
TXN0006044,ACC02193,ACC01425,5623.57,2024-01-28 23:51:37,payment,normal,0,0.0
TXN0006045,ACC02431,ACC04583,9558.82,2024-01-28 23:58:14,withdrawal,normal,0,0.0
TXN0006046,ACC02290,ACC02514,27812.49,2024-01-29 00:08:45,payment,normal,0,0.0
TXN0006047,ACC03279,ACC04085,1839.27,2024-01-29 00:18:30,payment,normal,0,0.0
TXN0006048,ACC04275,ACC03802,1201.38,2024-01-29 00:22:07,withdrawal,normal,0,0.0
TXN0006049,ACC02199,ACC04973,4262.28,2024-01-29 00:34:57,transfer,normal,0,0.0
TXN0006050,ACC00187,ACC03851,1656.66,2024-01-29 00:43:12,withdrawal,normal,0,0.0
TXN0006051,ACC04765,ACC01465,4163.56,2024-01-29 00:55:21,withdrawal,normal,0,0.0
TXN0006052,ACC01570,ACC03132,2194.73,2024-01-29 00:55:40,withdrawal,normal,0,0.0
TXN0006053,ACC03786,ACC00875,987.82,2024-01-29 00:57:47,payment,normal,0,0.0
TXN0006054,ACC01948,ACC00753,2142.51,2024-01-29 00:58:56,withdrawal,normal,0,0.0
TXN0006055,ACC04843,ACC01498,1486.76,2024-01-29 01:04:19,transfer,normal,0,0.0
TXN0006056,ACC04053,ACC04772,1298.25,2024-01-29 01:06:04,withdrawal,normal,0,0.0
TXN0006057,ACC03801,ACC04944,1355.57,2024-01-29 01:25:09,payment,normal,0,0.0
TXN0006058,ACC04596,ACC01602,300.7,2024-01-29 01:36:54,transfer,normal,0,0.0
TXN0006059,ACC03765,ACC03395,223.6,2024-01-29 01:41:43,transfer,normal,0,0.0
TXN0006060,ACC00237,ACC01154,13345.82,2024-01-29 01:50:21,transfer,normal,0,0.0
TXN0006061,ACC01310,ACC00706,2750.31,2024-01-29 01:53:44,transfer,normal,0,0.0
TXN0006062,ACC01516,ACC03292,4613.85,2024-01-29 02:12:29,transfer,normal,0,0.0
TXN0006063,ACC04336,ACC03863,1877.13,2024-01-29 02:28:25,withdrawal,normal,0,0.0
TXN0006064,ACC04472,ACC00842,1673.15,2024-01-29 02:48:41,transfer,normal,0,0.0
TXN0006065,ACC03007,ACC02339,7483.9,2024-01-29 02:55:51,payment,normal,0,0.0
TXN0006066,ACC03847,ACC02893,4104.01,2024-01-29 02:58:16,payment,normal,0,0.0
TXN0006067,ACC02026,ACC03398,1492.09,2024-01-29 03:03:30,withdrawal,normal,0,0.0
TXN0006068,ACC03873,ACC04326,2139.09,2024-01-29 03:07:02,payment,normal,0,0.0
TXN0006069,ACC04925,ACC01097,15353.78,2024-01-29 03:09:15,payment,normal,0,0.0
TXN0006070,ACC02547,ACC00196,1108.09,2024-01-29 03:22:26,withdrawal,normal,0,0.0
TXN0006071,ACC04478,ACC02373,2778.5,2024-01-29 03:50:36,payment,normal,0,0.0
TXN0006072,ACC04189,ACC04847,3246.17,2024-01-29 03:53:00,withdrawal,normal,0,0.0
TXN0006073,ACC02414,ACC02271,10499.1,2024-01-29 03:54:07,transfer,normal,0,0.0
TXN0006074,ACC02451,ACC04227,1903.63,2024-01-29 03:54:14,transfer,normal,0,0.0
TXN0006075,ACC01805,ACC04481,651.26,2024-01-29 03:54:44,withdrawal,normal,0,0.0
TXN0006076,ACC03324,ACC02936,13893.03,2024-01-29 03:56:34,transfer,normal,0,0.0
TXN0006077,ACC00705,ACC02701,4938.32,2024-01-29 03:57:53,withdrawal,normal,0,0.0
TXN0006078,ACC02666,ACC04266,2634.98,2024-01-29 03:59:43,transfer,normal,0,0.0
TXN0006079,ACC01930,ACC02951,5021.38,2024-01-29 04:04:28,payment,normal,0,0.0
TXN0006080,ACC01124,ACC00010,1984.79,2024-01-29 04:08:53,payment,normal,0,0.0
TXN0006081,ACC03086,ACC04169,1979.7,2024-01-29 04:13:08,withdrawal,normal,0,0.0
TXN0006082,ACC03522,ACC04988,13201.42,2024-01-29 04:45:14,withdrawal,normal,0,0.0
TXN0006083,ACC01574,ACC00930,9254.06,2024-01-29 04:53:09,payment,normal,0,0.0
